epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,3142.6,2.33625,2.81991,2.55699,0.49446,0.25,0.24881,0.12081,2.14078,2.82557,2.78315,0.0001685,0.0001685,0.0001685
187,3160.13,2.38323,2.88949,2.63609,0.42749,0.20833,0.23963,0.11365,2.14548,2.84666,2.79154,0.0001586,0.0001586,0.0001586
188,3177.46,2.33508,2.82584,2.71443,0.39501,0.21818,0.22751,0.10884,2.13655,2.82901,2.79373,0.0001487,0.0001487,0.0001487
189,3194.84,2.08064,2.97357,2.34467,0.3994,0.25,0.2215,0.10636,2.13806,2.82604,2.79348,0.0001388,0.0001388,0.0001388
190,3212.34,2.37485,2.91431,2.68393,0.39498,0.25,0.22245,0.10957,2.12924,2.79078,2.77858,0.0001289,0.0001289,0.0001289
191,3229.79,2.12251,3.31102,2.71918,0.49129,0.28223,0.23986,0.12148,2.12133,2.75732,2.763,0.000119,0.000119,0.000119
192,3247.1,2.13757,3.33449,2.66087,0.48997,0.29167,0.24772,0.12313,2.10524,2.74425,2.75167,0.0001091,0.0001091,0.0001091
193,3264.48,2.16516,3.26058,2.72861,0.437,0.25,0.24436,0.12007,2.09404,2.74122,2.74739,9.92e-05,9.92e-05,9.92e-05
194,3281.83,2.02499,3.00896,2.4756,0.39757,0.25,0.23312,0.11592,2.09577,2.77222,2.75117,8.93e-05,8.93e-05,8.93e-05
195,3299.25,2.01201,3.14235,2.54632,0.39266,0.25,0.23759,0.11752,2.09872,2.81818,2.762,7.94e-05,7.94e-05,7.94e-05
196,3316.52,2.19005,3.42816,2.81625,0.38385,0.20833,0.23769,0.11818,2.09412,2.81031,2.75577,6.95e-05,6.95e-05,6.95e-05
197,3333.94,2.05493,3.09148,2.47377,0.34248,0.20833,0.22645,0.1092,2.09698,2.79226,2.75504,5.96e-05,5.96e-05,5.96e-05
198,3351.39,2.11716,3.22854,2.81321,0.36451,0.20833,0.22829,0.11043,2.10057,2.79619,2.76062,4.97e-05,4.97e-05,4.97e-05
199,3369.32,2.04753,3.16497,2.60796,0.35567,0.25317,0.23723,0.11448,2.10534,2.80145,2.77015,3.98e-05,3.98e-05,3.98e-05
200,3387.1,2.05281,2.95162,2.59897,0.43218,0.28575,0.25029,0.12189,2.10233,2.78986,2.76897,2.99e-05,2.99e-05,2.99e-05
